translation_id,source_word_id,target_word_id,source_word,target_word,source_word_example,target_word_example
1000202,1000405,1000406,Ves una película,Ты смотришь фильм,Ves una película de acción,Ты смотришь боевик
1000203,1000407,1000408,Ves el problema,Ты видишь проблему,Ves el problema claramente,Ты видишь проблему ясно
1000204,1000409,1000410,Él ve un gato,Он видит кота,Él ve un gato en el jardín,Он видит кота в саду
1000205,1000411,1000412,Él ve las noticias,Он смотрит новости,Él ve las noticias todas las mañanas,Он смотрит новости каждое утро
1000206,1000413,1000414,Él ve el futuro,Он видит будущее,Él ve el futuro con optimismo,Он смотрит в будущее с оптимизмом
1000207,1000415,1000416,Ella ve un perro,Она видит собаку,Ella ve un perro en la calle,Она видит собаку на улице
1000208,1000417,1000418,Ella ve una flor,Она видит цветок,Ella ve una flor en el jardín,Она видит цветок в саду
1000209,1000419,1000420,Ella ve la solución,Она видит решение,Ella ve la solución al problema,Она видит решение проблемы
1000210,1000421,1000422,Vemos el mar,Мы видим море,Vemos el mar desde la playa,Мы видим море с пляжа
1000211,1000423,1000424,Vemos un partido,Мы смотрим матч,Vemos un partido de fútbol en la televisión,Мы смотрим футбольный матч по телевизору
1000212,1000425,1000426,Vemos la verdad,Мы видим правду,Vemos la verdad en sus palabras,Мы видим правду в его словах
1000213,1000427,1000428,Veis una obra,Вы смотрите пьесу,Veis una obra de teatro en el centro cultural,Вы смотрите пьесу в культурном центре
1000214,1000429,1000430,Veis las montañas,Вы видите горы,Veis las montañas desde la ventana,Вы видите горы из окна
1000215,1000431,1000432,Veis el error,Вы видите ошибку,Veis el error en la cuenta,Вы видите ошибку в счете
1000216,1000433,1000434,Ellos ven un concierto,Они смотрят концерт,Ellos ven un concierto de rock en vivo,Они видят живой рок-концерт
1000217,1000435,1000436,Ellos ven el cielo,Они видят небо,Ellos ven el cielo estrellado por la noche,Они видят звездное небо ночью
1000218,1000437,1000438,Ellos ven la oportunidad,Они видят возможность,Ellos ven la oportunidad de mejorar sus vidas,Они видят возможность улучшить свою жизнь
1000219,1000439,1000440,Doy un regalo,Я дарю подарок,Doy un regalo de cumpleaños a mi amiga,Я дарю подруге подарок на день рождения
1000220,1000441,1000442,Doy las gracias,Я благодарю,Doy las gracias por tu ayuda,Я благодарю тебя за помощь
1000221,1000443,1000444,Doy una clase,Я провожу урок,Doy una clase de español en la escuela,Я провожу урок испанского языка в школе
1000222,1000445,1000446,Das una fiesta,Ты устраиваешь вечеринку,Das una fiesta para celebrar tu cumpleaños,Ты устраиваешь вечеринку в честь дня рождения
1000223,1000447,1000448,Das un consejo,Ты даешь совет,Das un buen consejo a tus amigos,Ты даешь хороший совет своим друзьям
1000224,1000449,1000450,Das un paseo,Ты совершаешь прогулку,Das un paseo por el parque todos los días,Ты гуляешь по парку каждый день
1000225,1000451,1000452,Él da un beso,Он целует,Él da un beso a su novia,Он целует свою девушку
1000226,1000453,1000454,Él da una orden,Он отдает приказ,Él da una orden a los soldados,Он отдает приказ солдатам
1000227,1000455,1000456,Él da un discurso,Он произносит речь,Él da un discurso en la conferencia,Он выступает с речью на конференции
1000228,1000457,1000458,Ella da una respuesta,Она дает ответ,Ella da una respuesta correcta en el examen,Она дает правильный ответ на экзамене
1000229,1000459,1000460,Ella da un abrazo,Она обнимает,Ella da un abrazo a su mejor amiga,Она обнимает свою лучшую подругу
1000230,1000461,1000462,Ella da una conferencia,Она читает лекцию,Ella da una conferencia sobre historia del arte,Она читает лекцию по истории искусства
1000231,1000463,1000464,Damos dinero,Мы даем деньги,Damos dinero a la caridad cada mes,Мы каждый месяц жертвуем деньги на благотворительность
1000232,1000465,1000466,Damos una fiesta,Мы устраиваем вечеринку,Damos una fiesta en nuestra casa,Мы устраиваем вечеринку у нас дома
1000233,1000467,1000468,Damos las gracias,Мы благодарим,Damos las gracias a nuestros padres por su apoyo,Мы благодарим наших родителей за их поддержку
1000234,1000469,1000470,Dais un ejemplo,Вы приводите пример,Dais un buen ejemplo a seguir,Вы даете хороший пример для подражания
1000235,1000471,1000472,Dais una explicación,Вы даете объяснение,Dais una explicación clara del problema,Вы даете ясное объяснение проблемы
1000236,1000473,1000474,Dais un concierto,Вы даете концерт,Dais un concierto en el teatro,Вы даете концерт в театре
1000237,1000475,1000476,Ellos dan un paso,Они делают шаг,Ellos dan un paso hacia la reconciliación,Они делают шаг к примирению
1000238,1000477,1000478,Ellos dan una noticia,Они сообщают новость,Ellos dan una noticia importante en la televisión,Они сообщают важную новость по телевизору
1000239,1000479,1000480,Ellos dan un regalo,Они дарят подарок,Ellos dan un regalo a sus padres,Они дарят подарок своим родителям
1000240,1000481,1000482,Pongo la mesa,Я накрываю на стол,Pongo la mesa para la cena,Я накрываю на стол к ужину
1000241,1000483,1000484,Pongo música,Я включаю музыку,Pongo música para relajarme,"Я включаю музыку, чтобы расслабиться."
1000242,1000485,1000486,Pongo atención,Я обращаю внимание,Pongo atención en clase para aprender más,"Я обращаю внимание на уроке, чтобы больше узнать."
1000243,1000487,1000488,Pones un ejemplo,Ты приводишь пример,Pones un buen ejemplo de cómo hacerlo,"Ты приводишь хороший пример, как это сделать."
1000244,1000489,1000490,Pones la televisión,Ты включаешь телевизор,Pones la televisión para ver las noticias,"Ты включаешь телевизор, чтобы посмотреть новости."
1000245,1000491,1000492,Pones sal a la comida,Ты добавляешь соль в еду,Pones sal a la comida para darle sabor,"Ты добавляешь соль в еду, чтобы придать вкус."
1000246,1000493,1000494,Él pone un libro en la mesa,Он кладет книгу на стол,Él pone un libro en la mesa del comedor,Он кладет книгу на обеденный стол
1000247,1000495,1000496,Él pone una película,Он ставит фильм,Él pone una película para ver en familia,Он ставит фильм для просмотра с семьей
1000248,1000497,1000498,Él pone una excusa,Он придумывает оправдание,Él pone una excusa para no ir a la fiesta,"Он придумывает оправдание, чтобы не идти на вечеринку."
1000249,1000499,1000500,Ella pone la ropa a secar,Она развешивает одежду сушиться,Ella pone la ropa a secar en el balcón,Она развешивает одежду сушиться на балконе
1000250,1000501,1000502,Ella pone flores en el jarrón,Она ставит цветы в вазу,Ella pone flores en el jarrón cada semana,Она ставит цветы в вазу каждую неделю
1000251,1000503,1000504,Ella pone una condición,Она ставит условие,Ella pone una condición antes de aceptar el trabajo,"Она ставит условие перед тем, как принять работу."
1000252,1000505,1000506,Ponemos la mesa,Мы накрываем на стол,Ponemos la mesa para el almuerzo,Мы накрываем на стол к обеду
1000253,1000507,1000508,Ponemos un anuncio,Мы размещаем объявление,Ponemos un anuncio en el periódico,Мы размещаем объявление в газете
1000254,1000509,1000510,Ponemos reglas,Мы устанавливаем правила,Ponemos reglas para todos,Мы устанавливаем правила для всех
1000255,1000511,1000512,Ponéis un ejemplo,Вы приводите пример,Ponéis un buen ejemplo a seguir,Вы приводите хороший пример для подражания
1000256,1000513,1000514,Ponéis orden,Вы наводите порядок,Ponéis orden en la casa cada sábado,Вы наводите порядок в доме каждую субботу
1000257,1000515,1000516,Ponéis la fecha,Вы назначаете дату,Ponéis la fecha de la reunión,Вы назначаете дату собрания
1000258,1000517,1000518,Ellos ponen la música,Они включают музыку,Ellos ponen la música a todo volumen,Они включают музыку на полную громкость
1000259,1000519,1000520,Ellos ponen carteles,Они расклеивают плакаты,Ellos ponen carteles por toda la ciudad,Они расклеивают плакаты по всему городу
1000260,1000521,1000522,Ellos ponen un negocio,Они открывают бизнес,Ellos ponen un negocio en el centro de la ciudad,Они открывают бизнес в центре города
1000261,1000523,1000524,Salgo de casa,Я выхожу из дома,Salgo de casa temprano por la mañana,Я выхожу из дома рано утром
1000262,1000525,1000526,Salgo con amigos,Я гуляю с друзьями,Salgo con amigos cada fin de semana,Я встречаюсь с друзьями каждый выходной
1000263,1000527,1000528,Salgo en la foto,Я выхожу на фото,Salgo en la foto de la boda,Я выхожу на свадебном фото
1000264,1000529,1000530,Sales del trabajo,Ты уходишь с работы,Sales del trabajo a las seis de la tarde,Ты уходишь с работы в шесть вечера
1000265,1000531,1000532,Sales de compras,Ты идешь за покупками,Sales de compras cada sábado,Ты ходишь за покупками каждую субботу
1000266,1000533,1000534,Sales por la noche,Ты выходишь вечером,Sales por la noche a caminar,Ты выходишь на вечернюю прогулку
1000267,1000535,1000536,Él sale temprano,Он выходит рано,Él sale temprano para ir al gimnasio,"Он выходит рано, чтобы пойти в спортзал."
1000268,1000537,1000538,Él sale en televisión,Он появляется на телевидении,Él sale en televisión todas las semanas,Он появляется на телевидении каждую неделю
1000269,1000539,1000540,Él sale de viaje,Он уезжает в путешествие,Él sale de viaje cada verano,Он уезжает в путешествие каждое лето
1000270,1000541,1000542,Ella sale a correr,Она выходит на пробежку,Ella sale a correr cada mañana,Она выходит на пробежку каждое утро
1000271,1000543,1000544,Ella sale bien en el examen,Она хорошо сдала экзамен,Ella sale bien en el examen de matemáticas,Она хорошо сдала экзамен по математике
1000272,1000545,1000546,Ella sale con un chico,Она встречается с парнем,Ella sale con un chico de su universidad,Она встречается с парнем из своего университета
1000273,1000547,1000548,Salimos de fiesta,Мы идем на вечеринку,Salimos de fiesta los sábados,Мы ходим на вечеринки по субботам
1000274,1000549,1000550,Salimos de vacaciones,Мы уезжаем в отпуск,Salimos de vacaciones en agosto,Мы уезжаем в отпуск в августе
1000275,1000551,1000552,Salimos en el periódico,Мы попали в газету,Salimos en el periódico local,Мы попали в местную газету
1000276,1000553,1000554,Salís del cine,Вы выходите из кинотеатра,Salís del cine después de la película,Вы выходите из кинотеатра после фильма
1000277,1000555,1000556,Salís a cenar,Вы выходите поужинать,Salís a cenar a un restaurante italiano,Вы идете на ужин в итальянский ресторан
1000278,1000557,1000558,Salís ganando,Вы выигрываете,Salís ganando en este acuerdo,Вы выигрываете в этой сделке
1000279,1000559,1000560,Ellos salen del país,Они уезжают из страны,Ellos salen del país por motivos de trabajo,Они уезжают из страны по работе
1000280,1000561,1000562,Ellos salen a bailar,Они выходят танцевать,Ellos salen a bailar todos los viernes,Они выходят танцевать каждую пятницу
1000281,1000563,1000564,Ellos salen en la revista,Они попадают в журнал,Ellos salen en la revista de moda,Они попадают в модный журнал
1000282,1000565,1000566,Vengo de la escuela,Я возвращаюсь из школы,Vengo de la escuela a las tres de la tarde,Я возвращаюсь из школы в три часа дня
1000283,1000567,1000568,Vengo a la fiesta,Я прихожу на вечеринку,Vengo a la fiesta a las ocho,Я прихожу на вечеринку в восемь
1000284,1000569,1000570,Vengo en tren,Я приезжаю на поезде,Vengo en tren desde la ciudad,Я приезжаю на поезде из города
1000285,1000571,1000572,Vienes a mi casa,Ты приходишь ко мне домой,Vienes a mi casa después del trabajo,Ты приходишь ко мне домой после работы
1000286,1000573,1000574,Vienes conmigo,Ты идешь со мной,Vienes conmigo al cine,Ты идешь со мной в кино
1000287,1000575,1000576,Vienes de lejos,Ты приезжаешь издалека,Vienes de lejos para visitar a tu familia,"Ты приезжаешь издалека, чтобы навестить семью."
1000288,1000577,1000578,Él viene a trabajar,Он приходит на работу,Él viene a trabajar todos los días,Он приходит на работу каждый день
1000289,1000579,1000580,Él viene del supermercado,Он возвращается из супермаркета,Él viene del supermercado con las compras,Он возвращается из супермаркета с покупками
1000290,1000581,1000582,Él viene en coche,Он приезжает на машине,Él viene en coche desde su casa,Он приезжает на машине из дома
1000291,1000583,1000584,Ella viene a la reunión,Она приходит на встречу,Ella viene a la reunión con los documentos,Она приходит на встречу с документами
1000292,1000585,1000586,Ella viene de vacaciones,Она возвращается из отпуска,Ella viene de vacaciones en Europa,Она возвращается из отпуска в Европе
1000293,1000587,1000588,Ella viene con su familia,Она приезжает с семьей,Ella viene con su familia al evento,Она приезжает с семьей на мероприятие
1000294,1000589,1000590,Venimos al concierto,Мы приходим на концерт,Venimos al concierto de rock,Мы приходим на рок-концерт
1000295,1000591,1000592,Venimos de la playa,Мы возвращаемся с пляжа,Venimos de la playa por la tarde,Мы возвращаемся с пляжа вечером
1000296,1000593,1000594,Venimos en autobús,Мы приезжаем на автобусе,Venimos en autobús desde el pueblo,Мы приезжаем на автобусе из деревни
1000297,1000595,1000596,Venís a cenar,Вы приходите на ужин,Venís a cenar a las ocho,Вы приходите на ужин в восемь
1000298,1000597,1000598,Venís de España,Вы приезжаете из Испании,Venís de España cada verano,Вы приезжаете из Испании каждое лето
1000299,1000599,1000600,Venís temprano,Вы приходите рано,Venís temprano para evitar el tráfico,"Вы приходите рано, чтобы избежать пробок."
1000300,1000601,1000602,Ellos vienen a la fiesta,Они приходят на вечеринку,Ellos vienen a la fiesta con regalos,Они приходят на вечеринку с подарками
1000301,1000603,1000604,Ellos vienen del trabajo,Они возвращаются с работы,Ellos vienen del trabajo cansados,Они возвращаются с работы уставшими
1000302,1000605,1000606,Ellos vienen en avión,Они прилетают на самолете,Ellos vienen en avión desde Londres,Они прилетают на самолете из Лондона
1000303,1000607,1000608,He comido,Я поел,He comido en un restaurante italiano hoy,Я поел сегодня в итальянском ресторане
1000304,1000609,1000610,He viajado,Я путешествовал,He viajado por varios países,Я путешествовал по многим странам
1000305,1000611,1000612,He aprendido,Я выучил,He aprendido muchas cosas nuevas este año,Я выучил много нового в этом году
1000306,1000613,1000614,Has dormido,Ты спал,Has dormido ocho horas,Ты спал восемь часов
1000307,1000615,1000616,Has cantado,Ты пел,Has cantado muy bien en el concierto,Ты хорошо пел на концерте
1000308,1000617,1000618,Has trabajado,Ты работал,Has trabajado mucho hoy,Ты много работал сегодня
1000309,1000619,1000620,Él ha llegado,Он приехал,Él ha llegado temprano al trabajo,Он рано приехал на работу
1000310,1000621,1000622,Él ha estudiado,Он учился,Él ha estudiado para el examen toda la semana,Он учился всю неделю к экзамену
1000311,1000623,1000624,Él ha ganado,Он выиграл,Él ha ganado el premio mayor,Он выиграл главный приз
1000312,1000625,1000626,Ella ha salido,Она вышла,Ella ha salido a comprar el pan,Она вышла купить хлеб
1000313,1000627,1000628,Ella ha leído,Она прочитала,Ella ha leído tres libros este mes,Она прочитала три книги в этом месяце
1000314,1000629,1000630,Ella ha cocinado,Она приготовила,Ella ha cocinado una cena deliciosa,Она приготовила вкусный ужин
1000315,1000631,1000632,Hemos jugado,Мы играли,Hemos jugado al fútbol toda la tarde,Мы играли в футбол весь день
1000316,1000633,1000634,Hemos hablado,Мы поговорили,Hemos hablado sobre nuestros planes,Мы поговорили о наших планах
1000317,1000635,1000636,Hemos vivido,Мы жили,Hemos vivido en esta ciudad por muchos años,Мы жили в этом городе много лет
1000318,1000637,1000638,Habéis comido,Вы поели,Habéis comido en el nuevo restaurante,Вы поели в новом ресторане
1000319,1000639,1000640,Habéis bailado,Вы танцевали,Habéis bailado toda la noche,Вы танцевали всю ночь
1000320,1000641,1000642,Habéis escrito,Вы написали,Habéis escrito una carta a vuestros padres,Вы написали письмо своим родителям
1000321,1000643,1000644,Ellos han viajado,Они путешествовали,Ellos han viajado por todo el mundo,Они путешествовали по всему миру
1000322,1000645,1000646,Ellos han terminado,Они закончили,Ellos han terminado el proyecto a tiempo,Они закончили проект вовремя
1000323,1000647,1000648,Ellos han comprado,Они купили,Ellos han comprado una casa nueva,Они купили новый дом
1000324,1000649,1000650,El amigo,друг,Él es mi amigo,Он мой друг
1000325,1000651,1000652,El libro,книга,Voy a leer el libro,Я собираюсь читать книгу
1000326,1000653,1000654,El banco,банк,Trabajo en el banco,Я работаю в банке
1000327,1000655,1000656,El muchacho,мальчик,El muchacho es alto,Мальчик высокий
1000328,1000657,1000658,El baño,ванная,Necesito usar el baño,Мне нужно использовать ванную
1000329,1000659,1000660,El niño,ребенок,El niño juega en el parque,Ребенок играет в парке
1000330,1000661,1000662,El carro,машина,Él conduce el carro,Он ведет машину
1000331,1000663,1000664,El perro,собака,El perro es muy amable,Собака очень дружелюбная
1000332,1000665,1000666,El gato,кот,El gato está durmiendo,Кот спит
1000333,1000667,1000668,El teléfono,телефон,El teléfono está sonando,Телефон звонит
1000334,1000669,1000670,El hermano,брат,Tengo un hermano mayor,У меня есть старший брат
1000335,1000671,1000672,El vino,вино,Prefiero el vino tinto,Я предпочитаю красное вино
1000336,1000673,1000674,El animal,животное,El zoológico tiene muchos animales,В зоопарке много животных
1000337,1000675,1000676,El hospital,больница,El hospital está cerca,Больница находится рядом
1000338,1000677,1000678,El café,кофе,Me gusta el café por la mañana,Я люблю кофе по утрам
1000339,1000679,1000680,El hotel,отель,El hotel es muy cómodo,Отель очень удобный
1000340,1000681,1000682,El doctor,доктор,El doctor es muy amable,Доктор очень дружелюбный
1000341,1000683,1000684,El tomate,помидор,El tomate es rojo,Помидор красный
1000342,1000685,1000686,El hombre,мужчина,El hombre es fuerte,Мужчина сильный
1000343,1000687,1000688,El tren,поезд,El tren llega tarde,Поезд прибывает с опозданием
1000344,1000689,1000690,El clima,климат,El clima es agradable hoy,Сегодня приятный климат
1000345,1000691,1000692,El planeta,планета,La Tierra es un planeta,Земля - это планета
1000346,1000693,1000694,El día,день,Hoy es un buen día,Сегодня хороший день
1000347,1000695,1000696,El poema,стихотворение,Escribí un poema para ti,Я написал для тебя стихотворение
1000348,1000697,1000698,El drama,драма,Me gusta ver dramas en la televisión,Мне нравится смотреть драмы по телевизору
1000349,1000699,1000700,El problema,проблема,Tenemos un problema que resolver,"У нас есть проблема, которую нужно решить."
1000350,1000701,1000702,El idioma,язык,Aprender un nuevo idioma abre muchas puertas en la vida,Изучение нового языка открывает много дверей в жизни
1000351,1000703,1000704,El programa,программа,Veo el programa todas las noches,Я смотрю программу каждую ночь
1000352,1000705,1000706,El mapa,карта,Necesitamos un mapa para encontrar el camino,"Нам нужна карта, чтобы найти дорогу."
1000353,1000707,1000708,El sistema,система,El sistema necesita ser actualizado,Система нуждается в обновлении
1000354,1000709,1000710,La amiga,подруга,Ella es mi mejor amiga,Она моя лучшая подруга
1000355,1000711,1000712,La lámpara,лампа,La lámpara está encendida,Лампа включена
1000356,1000713,1000714,La blusa,блузка,Compré una nueva blusa,Я купила новую блузку
1000357,1000715,1000716,La mesa,стол,La mesa es de madera,Стол из дерева
1000358,1000717,1000718,La bolsa,сумка,Llevo la bolsa al trabajo,Я беру сумку на работу
1000359,1000719,1000720,La muchacha,девушка,La muchacha es muy simpática,Девушка очень милая
1000360,1000721,1000722,La cama,кровать,Voy a dormir en la cama,Я собираюсь спать в кровати
1000361,1000723,1000724,La niña,девочка,La niña está jugando en el jardín,Девочка играет в саду
1000362,1000725,1000726,La casa,дом,Mi casa es grande,Мой дом большой
1000363,1000727,1000728,La persona,человек,Cada persona es única,Каждый человек уникален
1000364,1000729,1000730,La cerveza,пиво,Me gusta la cerveza fría,Мне нравится холодное пиво
1000365,1000731,1000732,La planta,растение,La planta necesita agua,Растению нужна вода
1000366,1000733,1000734,La comida,еда,La comida está deliciosa,Еда очень вкусная
1000367,1000735,1000736,La silla,стул,La silla es cómoda,Стул удобный
1000368,1000737,1000738,La hermana,сестра,Tengo una hermana menor,У меня есть младшая сестра
1000369,1000739,1000740,La tienda,магазин,Voy a la tienda a comprar pan,"Я иду в магазин, чтобы купить хлеб."
1000370,1000741,1000742,La iglesia,церковь,La iglesia está en el centro,Церковь находится в центре
1000371,1000743,1000744,La ventana,окно,Abre la ventana para que entre aire fresco,"Открой окно, чтобы впустить свежий воздух."
1000372,1000745,1000746,La canción,песня,Esta canción es muy popular,Эта песня очень популярна
1000373,1000747,1000748,La televisión,телевизор,Veo la televisión por la noche,Я смотрю телевизор по вечерам
1000374,1000749,1000750,La conversación,разговор,La conversación fue interesante,Разговор был интересным
1000375,1000751,1000752,La ciudad,город,La ciudad es muy grande,Город очень большой
1000376,1000753,1000754,La invitación,приглашение,Recibí una invitación a la boda,Я получил приглашение на свадьбу
1000377,1000755,1000756,La verdad,правда,Siempre digo la verdad,Я всегда говорю правду
1000378,1000757,1000758,La lección,урок,La lección fue difícil pero interesante,"Урок был трудным, но интересным."
1000379,1000759,1000760,La amistad,дружба,Nuestra amistad es muy fuerte,Наша дружба очень крепкая
1000380,1000761,1000762,La ilusión,иллюзия,La ilusión de ganar se desvaneció,Иллюзия победы исчезла
1000381,1000763,1000764,La actitud,отношение,Su actitud es muy positiva,Ее отношение очень позитивное
1000382,1000765,1000766,La foto,фото,Toma una foto del paisaje,Сделай фото пейзажа
1000383,1000767,1000768,La mano,рука,Mi mano está herida,Моя рука ранена
1000384,1000769,1000770,La radio,радио,Escucho la radio en el coche,Я слушаю радио в машине
1000385,1000771,1000772,La clase,класс,La clase de hoy fue muy interesante,Сегодняшний урок был очень интересным
1000386,1000773,1000774,La mujer,женщина,La mujer es muy inteligente,Женщина очень умная
1000387,1000775,1000776,La flor,цветок,La flor es muy hermosa,Цветок очень красивый
1000388,1000777,1000778,La piel,кожа,La piel necesita cuidado,Кожа нуждается в уходе
1000389,1000779,1000780,La luz,свет,La luz está encendida en la sala,Свет включен в гостиной
1000390,1000781,1000782,La suerte,удача,La suerte no siempre está de tu lado,Удача не всегда на твоей стороне
1000391,1000783,1000784,El artista,художник,El artista está pintando un cuadro,Художник рисует картину
1000392,1000785,1000786,La artista,художница,La artista está exponiendo su obra,Художница выставляет свою работу
1000393,1000787,1000788,El pianista,пианист,El pianista toca con gran emoción,Пианист играет с большой эмоцией
1000394,1000789,1000790,La pianista,пианистка,La pianista ensaya para el concierto,Пианистка репетирует перед концертом
1000395,1000791,1000792,El dentista,стоматолог,Voy al dentista cada seis meses,Я хожу к стоматологу каждые шесть месяцев
1000396,1000793,1000794,La dentista,стоматологиня,La dentista es muy cuidadosa,Стоматологиня очень внимательная
1000397,1000795,1000796,El taxista,таксист,El taxista me llevó al aeropuerto,Таксист отвез меня в аэропорт
1000398,1000797,1000798,La taxista,таксистка,La taxista fue muy amable conmigo,Таксистка была очень любезна со мной
1000399,1000799,1000800,El cantante,певец,El cantante tiene una voz increíble,У певца потрясающий голос
1000400,1000801,1000802,La cantante,певица,La cantante interpretó su canción favorita,Певица исполнила свою любимую песню
1000401,1000803,1000804,El estudiante,студент,El estudiante estudia para los exámenes,Студент готовится к экзаменам
1000402,1000805,1000806,La estudiante,студентка,La estudiante es muy aplicada,Студентка очень прилежная
1000403,1000807,1000808,El gerente,менеджер,El gerente supervisa el proyecto,Менеджер курирует проект
1000404,1000809,1000810,La gerente,менеджерка,La gerente organiza la reunión,Менеджерка организует встречу
1000405,1000811,1000812,El presidente,президент,El presidente dará un discurso mañana,Президент выступит с речью завтра
1000406,1000813,1000814,La presidente,президентка,La presidente es una mujer muy capaz,Президентка очень способная женщина
1000407,1000815,1000816,Los días,дни,Los días de verano son largos,Летние дни длинные
1000408,1000817,1000818,Los hermanos,братья,Los hermanos se llevan muy bien,Братья очень хорошо ладят
1000409,1000819,1000820,Los libros,книги,Los libros están en la estantería,Книги на полке
1000410,1000821,1000822,Los muchachos,мальчики,Los muchachos están jugando al fútbol,Мальчики играют в футбол
1000411,1000823,1000824,Los perros,собаки,Los perros están ladrando,Собаки лают
1000412,1000825,1000826,Los problemas,проблемы,Tenemos que resolver los problemas,Нам нужно решить проблемы
1000413,1000827,1000828,Los animales,животные,Los animales en el zoológico son fascinantes,Животные в зоопарке очень интересные
1000414,1000829,1000830,Los doctores,доктора,Los doctores están en la clínica,Доктора в клинике
1000415,1000831,1000832,Los hospitales,больницы,Los hospitales deben estar bien equipados,Больницы должны быть хорошо оснащены
1000416,1000833,1000834,Los hoteles,отели,Los hoteles de la ciudad son caros,Отели в городе дорогие
1000417,1000835,1000836,Los trenes,поезда,Los trenes son rápidos y puntuales,Поезда быстрые и пунктуальные
1000418,1000837,1000838,Las bolsas,сумки,Las bolsas están en el coche,Сумки в машине
1000419,1000839,1000840,Las lámparas,лампы,Las lámparas iluminan la habitación,Лампы освещают комнату
1000420,1000841,1000842,Las niñas,девочки,Las niñas están jugando en el parque,Девочки играют в парке
1000421,1000843,1000844,Las personas,люди,Las personas son amables aquí,Люди здесь добрые
1000422,1000845,1000846,Las tiendas,магазины,Las tiendas están cerradas hoy,Магазины сегодня закрыты
1000423,1000847,1000848,Las ventanas,окна,Las ventanas están abiertas,Окна открыты
1000424,1000849,1000850,Las canciones,песни,Las canciones son muy emotivas,Песни очень эмоциональные
1000425,1000851,1000852,Las ciudades,города,Las ciudades grandes tienen mucho tráfico,В больших городах много транспорта
1000426,1000853,1000854,Las flores,цветы,Las flores en el jardín son preciosas,Цветы в саду очень красивые
1000427,1000855,1000856,Las invitaciones,приглашения,Las invitaciones fueron enviadas por correo,Приглашения были отправлены по почте
1000428,1000857,1000858,Las lecciones,уроки,Las lecciones de hoy fueron interesantes,Сегодняшние уроки были интересными
1000429,1000859,1000860,Las mujeres,женщины,Las mujeres son muy trabajadoras,Женщины очень трудолюбивые
1000430,1000861,1000862,El libro blanco,белая книга,Tengo un libro blanco en la estantería,У меня на полке белая книга
1000431,1000863,1000864,El gato negro,черный кот,El gato negro es muy misterioso,Черный кот очень загадочный
1000432,1000865,1000866,El carro rojo,красная машина,Mi carro rojo es nuevo,Моя красная машина новая
1000433,1000867,1000868,El muchacho simpático,симпатичный мальчик,El muchacho simpático es mi amigo,Симпатичный мальчик - мой друг
1000434,1000869,1000870,El hombre hermoso,красивый мужчина,El hombre hermoso es un actor famoso,Красивый мужчина - известный актер
1000435,1000871,1000872,La casa blanca,белый дом,La casa blanca está en el campo,Белый дом находится в деревне
1000436,1000873,1000874,La chaqueta negra,черная куртка,Me gusta mi chaqueta negra,Мне нравится моя черная куртка
1000437,1000875,1000876,La lámpara roja,красная лампа,La lámpara roja es muy elegante,Красная лампа очень элегантная
1000438,1000877,1000878,La muchacha simpática,симпатичная девушка,La muchacha simpática es mi vecina,Симпатичная девушка - моя соседка
1000439,1000879,1000880,La mujer hermosa,красивая женщина,La mujer hermosa es una modelo famosa,Красивая женщина - известная модель
1000440,1000881,1000882,El libro excelente,отличная книга,Este es un libro excelente,Это отличная книга
1000441,1000883,1000884,La comida excelente,отличная еда,La comida en este restaurante es excelente,Еда в этом ресторане отличная
1000442,1000885,1000886,El perro horrible,ужасная собака,El perro horrible me persiguió por todo el parque,Ужасная собака преследовала меня по всему парку
1000443,1000887,1000888,La cucaracha horrible,ужасный таракан,La cucaracha horrible estaba en la cocina,Ужасный таракан был на кухне
1000444,1000889,1000890,El poema difícil,трудное стихотворение,El poema difícil fue un reto para mí,Трудное стихотворение было для меня вызовом
1000445,1000891,1000892,La lección difícil,трудный урок,La lección difícil me tomó mucho tiempo,Трудный урок занял у меня много времени
1000446,1000893,1000894,El barco azul,синий корабль,El barco azul navega por el océano,Синий корабль плывет по океану
1000447,1000895,1000896,La pluma azul,синяя ручка,Escribo con una pluma azul,Я пишу синей ручкой
1000448,1000897,1000898,El baño verde,зеленая ванная,El baño verde necesita ser renovado,Зеленая ванная нуждается в ремонте
1000449,1000899,1000900,La cama verde,зеленая кровать,Tengo una cama verde en mi habitación,У меня в комнате зеленая кровать
1000450,1000901,1000902,El tren gris,серый поезд,El tren gris es muy rápido,Серый поезд очень быстрый
1000451,1000903,1000904,La mesa gris,серый стол,La mesa gris en la oficina refleja un estilo moderno y minimalista,Серый стол в офисе отражает современный и минималистский стиль
1000452,1000905,1000906,El tema interesante,интересная тема,El tema interesante fue discutido en la clase,Интересная тема обсуждалась на уроке
1000453,1000907,1000908,La idea interesante,интересная идея,Tuviste una idea interesante ayer,Вчера у тебя была интересная идея
1000454,1000909,1000910,El hombre fuerte,сильный мужчина,El hombre fuerte trabaja en la construcción,Сильный мужчина работает на стройке
1000455,1000911,1000912,La mujer fuerte,сильная женщина,La mujer fuerte es una atleta profesional,Сильная женщина - профессиональная спортсменка
1000456,1000913,1000914,El día maravilloso,чудесный день,Hoy es un día maravilloso,Сегодня чудесный день
1000457,1000915,1000916,El hombre,мужчина,El hombre camina por el parque,Мужчина гуляет по парку
1000458,1000917,1000918,La situación,ситуация,La situación es complicada,Ситуация сложная
